SampleID	Species	Genus	Confer	Family	Order	Superclass	Phylum	Kingdom	Completeness
NC_024599.1	nitida	Pavoraja	.	Arhynchobatidae	Rajiformes	.	Chordata	Metazoa	complete
KX150853.1	tobitukai	Notoraja	.	Arhynchobatidae	Rajiformes	.	Chordata	Metazoa	complete
NC_030525.1	tobitukai	Notoraja	.	Arhynchobatidae	Rajiformes	.	Chordata	Metazoa	complete
NC_030328.1	borneensis	Sinobatis	.	Anacanthobatidae	Rajiformes	.	Chordata	Metazoa	complete
KX014715.1	borneensis	Sinobatis	.	Anacanthobatidae	Rajiformes	.	Chordata	Metazoa	complete
NC_057047.1	iberica	Neoraja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
MW377218.1	iberica	Neoraja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
OR482477.1	garmani	Leucoraja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_082566.1	garmani	Leucoraja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
MF278970.1	circularis	Leucoraja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_037969.1	circularis	Leucoraja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_037968.1	naevus	Leucoraja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
MF278969.1	naevus	Leucoraja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
AF106038.1	radiata	Raja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_000893.1	radiata	Amblyraja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_037974.1	georgiana	Amblyraja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
MF278975.1	georgiana	Amblyraja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
MN883843.1	hyperborea	Amblyraja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_056291.1	hyperborea	Amblyraja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_016429.1	erinacea	Leucoraja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
JQ034406.1	erinacea	Leucoraja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_059939.1	undulata	Raja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
MT274574.1	undulata	Raja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
MF278972.1	polystigma	Raja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_037971.1	polystigma	Raja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
MT410876.1	brachyura	Raja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_049865.1	brachyura	Raja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
MF278971.1	asterias	Raja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_037970.1	asterias	Raja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_037972.1	clavata	Raja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
MF278973.1	clavata	Raja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_037973.1	miraletus	Raja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
MF278974.1	miraletus	Raja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
AY525783.1	porosa	Raja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_007173.1	kenojei	Okamejei	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
KP756687.1	hollandi	Okamejei	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_029324.1	hollandi	Okamejei	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
KC914434.1	rhina	Raja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_021964.1	rhina	Raja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
OR482549.1	stellulata	Caliraja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_082793.1	stellulata	Beringraja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_021963.1	koreana	Hongeo	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
KC914433.1	koreana	Hongeo	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_023505.2	kwangtungensis	Dipturus	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
KF318309.2	kwangtungensis	Dipturus	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_060794.1	intermedius	Dipturus	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
MT890687.1	intermedius	Dipturus	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_046684.1	batis	Dipturus	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
MN820820.1	batis	Dipturus	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_037962.1	innominatus	Dipturus	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
MF278961.1	innominatus	Dipturus	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_037967.1	oxyrinchus	Dipturus	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
MF278968.1	oxyrinchus	Dipturus	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
KR152643.1	trachyderma	Dipturus	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_027521.1	trachyderma	Dipturus	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_023944.1	chilensis	Zearaja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
KF648508.1	chilensis	Zearaja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_037966.1	maugeana	Zearaja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
MF278966.1	maugeanus	Dipturus	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_037961.1	nasuta	Zearaja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
MF278960.1	nasutus	Dipturus	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
OR482566.1	binoculata	Beringraja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_082808.1	binoculata	Beringraja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_025498.1	pulchra	Raja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
KF623030.1	pulchra	Raja	.	Rajidae	Rajiformes	.	Chordata	Metazoa	complete
NC_006921.2	menadoensis	Latimeria	.	Coelacanthidae	Coelacanthiformes	Sarcopterygii	Chordata	Metazoa	complete
AP006858.2	menadoensis	Latimeria	.	Coelacanthidae	Coelacanthiformes	Sarcopterygii	Chordata	Metazoa	complete
NC_001804.1	chalumnae	Latimeria	.	Coelacanthidae	Coelacanthiformes	Sarcopterygii	Chordata	Metazoa	complete
U82228.1	chalumnae	Latimeria	.	Coelacanthidae	Coelacanthiformes	Sarcopterygii	Chordata	Metazoa	complete
KF540149.1	indistinctum	Chthonerpeton	.	Typhlonectidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
NC_023509.1	indistinctum	Chthonerpeton	.	Typhlonectidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
AY954504.1	taitanus	Boulengerula	.	Herpelidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
NC_020154.1	taitana	Boulengerula	.	Herpelidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
NC_006304.1	vittatus	Scolecomorphus	.	Scolecomorphidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
AY456253.1	vittatus	Scolecomorphus	.	Scolecomorphidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
AY954505.1	seraphini	Geotrypetes	.	Dermophiidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
NC_020155.1	seraphini	Geotrypetes	.	Dermophiidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
HQ456771.1	fulleri	Chikila	.	Chikilidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
NC_021369.1	fulleri	Chikila	.	Chikilidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
KF540152.1	sechellensis	Grandisonia	.	Indotyphlidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
NC_023510.1	sechellensis	Grandisonia	.	Indotyphlidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
NC_020140.1	rostratus	Hypogeophis	.	Indotyphlidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
GQ244472.1	rostratus	Hypogeophis	.	Indotyphlidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
KF540162.1	cooperi	Praslinia	.	Indotyphlidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
NC_023517.1	cooperi	Praslinia	.	Indotyphlidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
NC_023512.1	maharashtraensis	Indotyphlus	.	Indotyphlidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
KF540157.1	maharashtraensis	Indotyphlus	.	Indotyphlidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
NC_006301.1	ramaswamii	Gegeneophis	.	Indotyphlidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
AY456250.1	ramaswamii	Gegeneophis	.	Indotyphlidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
KF540158.1	brasiliensis	Luetkenotyphlus	.	Siphonopidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
NC_023513.1	brasiliensis	Luetkenotyphlus	.	Siphonopidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
AY954506.1	annulatus	Siphonops	.	Siphonopidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
NC_007911.1	annulatus	Siphonops	.	Siphonopidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
NC_023518.1	gregorii	Schistometopum	.	Dermophiidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
KF540163.1	gregorii	Schistometopum	.	Dermophiidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
NC_020138.1	mexicanus	Dermophis	.	Dermophiidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
GQ244467.1	mexicanus	Dermophis	.	Dermophiidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
NC_020139.1	multiplicata	Gymnopis	.	Dermophiidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
GQ244471.1	multiplicata	Gymnopis	.	Dermophiidae	Gymnophiona	Sarcopterygii	Chordata	Metazoa	complete
NC_023341.1	beyeri	Necturus	.	Proteidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
GQ368658.1	beyeri	Necturus	.	Proteidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
KU904488.1	lacertina	Siren	.	Sirenidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_036927.1	lacertina	Siren	.	Sirenidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
GQ368659.1	anguinus	Proteus	.	Proteidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_023342.1	anguinus	Proteus	.	Proteidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY728213.1	poelzi	Oedipina	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006326.1	poelzi	Oedipina	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY728234.1	brunus	Hydromantes	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006345.1	brunus	Hydromantes	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY728233.1	hubrichti	Phaeognathus	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006344.1	hubrichti	Phaeognathus	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY728225.1	wrighti	Desmognathus	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006337.1	wrighti	Desmognathus	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY728227.1	fuscus	Desmognathus	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006339.1	fuscus	Desmognathus	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY728231.1	scutatum	Hemidactylium	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006342.1	scutatum	Hemidactylium	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_028184.1	nigriventris	Batrachoseps	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
KT368149.1	nigriventris	Batrachoseps	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006340.1	attenuatus	Batrachoseps	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY728228.1	attenuatus	Batrachoseps	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY728217.1	bislineata	Eurycea	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006329.1	bislineata	Eurycea	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006332.1	ruber	Pseudotriton	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY728220.1	ruber	Pseudotriton	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006341.1	porphyriticus	Gyrinophilus	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY728230.1	porphyriticus	Gyrinophilus	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
KP013111.1	palleucus	Gyrinophilus	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_028297.1	palleucus	Gyrinophilus	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
MG822788.1	talpoideum	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_039182.1	talpoideum	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_027501.1	bishopi	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
KP289200.1	bishopi	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_014571.1	texanum	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
GU078471.1	texanum	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
GU078472.1	unisexual	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_014572.1	unisexual	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
GU078469.1	barbouri	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_014568.1	barbouri	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY728218.1	laterale	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006330.1	laterale	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006890.1	californiense	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY659995.1	calforniense	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006887.1	tigrinum	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY659992.1	tigrinum	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY659994.1	dumerilii	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006889.1	dumerilii	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY659993.1	andersoni	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006888.1	andersoni	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_005797.1	mexicanum	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AJ584639.1	mexicanum	Ambystoma	.	Ambystomatidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AB208679.1	japonicus	Andrias	.	Cryptobranchidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_007446.1	japonicus	Andrias	.	Cryptobranchidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AJ492192.1	davidianus	Andrias	.	Cryptobranchidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_004926.1	davidianus	Andrias	.	Cryptobranchidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
KJ627181.1	zhangyapingi	Onychodactylus	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_026853.1	zhangyapingi	Onychodactylus	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_026854.1	zhaoermii	Onychodactylus	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
KJ627182.1	zhaoermii	Onychodactylus	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_008089.1	fischeri	Onychodactylus	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
DQ333820.1	fischeri	Onychodactylus	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
DQ333812.1	shangchengensis	Pachyhynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_008080.1	shangchengensis	Pachyhynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_008091.1	gorganensis	Batrachuperus	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
DQ333822.1	gorganensis	Batrachuperus	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
DQ333821.1	mustersi	Batrachuperus	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_008090.1	mustersi	Batrachuperus	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AJ419960.1	sibiricus	Ranodon	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_004021.1	sibiricus	Ranodon	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
DQ333814.1	keyserlingii	Salamandrella	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_008082.1	keyserlingii	Salamandrella	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
JX508765.1	tridactyla	Salamandrella	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_021106.1	tridactyla	Salamandrella	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
FJ532058.1	puxiongensis	Protohynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_020634.1	puxiongensis	Pseudohynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_021001.1	shuichengensis	Pseudohynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
FJ532060.1	shuichengensis	Pseudohynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_026698.1	jinfo	Pseudohynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
KP281272.1	jinfo	Pseudohynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_020635.1	flavomaculatus	Pseudohynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
FJ532059.1	flavomaculatus	Pseudohynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_008078.1	shihi	Liua	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
DQ333810.1	shihi	Liua	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
DQ333813.1	tsinpaensis	Pseudohynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_008081.1	tsinpaensis	Liua	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
MN937258.1	sp.	Batrachuperus	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_045857.1	sp.	Batrachuperus	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_012430.1	yenyuanensis	Batrachuperus	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
DQ333818.1	yenyuanensis	Batrachuperus	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
DQ333809.1	londongensis	Batrachuperus	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_008077.1	londongensis	Batrachuperus	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_008085.1	tibetanus	Batrachuperus	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
DQ333817.1	tibetanus	Batrachuperus	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_008083.1	pinchonii	Batrachuperus	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
DQ333815.1	pinchonii	Batrachuperus	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_026032.1	kimurae	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
JQ929920.1	kimurae	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
JQ929922.1	nigrescens	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_026033.1	nigrescens	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_008084.1	formosanus	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
DQ333816.1	formosanus	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_009335.1	arisanensis	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
EF462213.1	arisanensis	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_020650.1	nebulosus	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
HM036356.1	nebulosus	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_045210.1	unisacculus	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
MN419307.1	unisacculus	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
EF201847.1	quelpartensis	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_010224.1	quelpaertensis	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
FJ594965.1	yangi	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_013825.1	yangi	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
DQ333811.1	leechii	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_008079.1	leechii	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_023789.1	maoershanensis	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
KF974475.1	maoershanensis	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
GU384690.1	guabangshanensis	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_013762.1	guabangshanensis	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_008088.1	chinensis	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
DQ333819.1	chinensis	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
HM036354.1	yiwuensis	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_020649.1	yiwuensis	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_008076.1	amjiensis	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
DQ333808.1	amjiensis	Hynobius	.	Hynobiidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_028278.1	perstriatus	Notophthalmus	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
KP013091.1	perstriatus	Notophthalmus	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_087705.1	pseudoverrucosus	Tylototriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
OQ540483.1	pseudoverrucosus	Tylototriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
KP979646.1	taliangensis	Tylototriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_027421.1	taliangensis	Tylototriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_068251.1	broadoridgus	Tylototriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
OP598114.1	broadoridgus	Tylototriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
KR733683.1	wenxianensis	Tylototriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_027507.1	wenxianensis	Tylototriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
KR154461.1	shanjing	Tylototriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_027505.1	shanjing	Tylototriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
KT373904.1	kweichowensis	Tylototriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_029231.1	kweichowensis	Tylototriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_017871.1	verrucosus	Tylototriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AB689009.1	verrucosus	Tylototriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_017870.1	andersoni	Echinotriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AB689008.1	andersoni	Echinotriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_069816.1	orientalis	Cynops	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
ON357943.1	orientalis	Cynops	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
MT993830.1	brevipes	Pachytriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_053711.1	brevipes	Pachytriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_029345.1	feii	Pachytriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
