SampleID	Species	Genus	Confer	Family	Order	Superclass	Phylum	Kingdom	Completeness
KT899979.1	feii	Pachytriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_054199.1	granulosus	Pachytriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
MN073499.1	granulosus	Pachytriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_069815.1	labiatus	Paramesotriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
ON357934.1	labiatus	Paramesotriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_062887.1	fuzhongensis	Paramesotriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
MW544748.1	fuzhongensis	Paramesotriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
ON357932.1	guanxiensis	Paramesotriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_069814.1	guanxiensis	Paramesotriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_037713.1	deloustali	Paramesotriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
KY744236.1	deloustali	Paramesotriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
KY609177.1	chinensis	Paramesotriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_035008.1	chinensis	Paramesotriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_053903.1	aurantius	Paramesotriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
MW056201.1	aurantius	Paramesotriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY458597.1	hongkongensis	Paramesotriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006407.1	hongkongensis	Paramesotriton	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_015795.1	marmoratus	Triturus	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
HQ697279.1	marmoratus	Triturus	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_015796.1	pygmaeus	Triturus	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
HQ697280.1	pygmaeus	Triturus	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
HQ697274.1	dobrogicus	Triturus	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_015791.1	dobrogicus	Triturus	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
HQ697275.1	karelinii	Triturus	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_015792.1	karelinii	Triturus	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_015794.1	macedonicus	Triturus	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
HQ697278.1	macedonicus	Triturus	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_015788.1	carnifex	Triturus	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
HQ697272.1	carnifex	Triturus	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_015790.1	cristatus	Triturus	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
HQ697273.1	cristatus	Triturus	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AF154053.1	atifi	Lyciasalamandra	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_002756.1	atifi	Lyciasalamandra	.	Salamandridae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
JX392983.1	japanica	Mobula	.	Myliobatidae	Myliobatiformes	.	Chordata	Metazoa	complete
NC_018784.1	japanica	Mobula	.	Myliobatidae	Myliobatiformes	.	Chordata	Metazoa	complete
NC_022837.1	flagellum	Aetobatus	.	Myliobatidae	Myliobatiformes	.	Chordata	Metazoa	complete
KF482070.1	flagellum	Aetobatus	.	Myliobatidae	Myliobatiformes	.	Chordata	Metazoa	complete
NC_059938.1	altavela	Gymnura	.	Gymnuridae	Myliobatiformes	.	Chordata	Metazoa	complete
MT274571.1	altavela	Gymnura	.	Gymnuridae	Myliobatiformes	.	Chordata	Metazoa	complete
NC_018785.1	shapingensis	Atympanophrys	.	Megophryidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_056343.1	schmidti	Oreolalax	.	Megophryidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MT773151.1	schmidti	Oreolalax	.	Megophryidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
KU096847.1	lichuanensis	Oreolalax	.	Megophryidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_030627.1	lichuanensis	Oreolalax	.	Megophryidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_020000.1	cf.	Pelodytes	punctatus	Pelodytidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
JF703231.1	cf.	Pelodytes	punctatus	Pelodytidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_081002.1	leptoglossa	Hydrophylax	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
OR058745.1	leptoglossa	Hydrophylax	.	Ranidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
ON872197.1	palmatissimus	Kalophrynus	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
NC_068684.1	palmatissimus	Kalophrynus	.	Microhylidae	Anura	Sarcopterygii	Chordata	Metazoa	complete
MT472615.1	elegans	Iphisa	.	Gymnophthalmidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_048879.1	elegans	Iphisa	.	Gymnophthalmidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_012465.1	fischeri	Kinyongia	.	Chamaeleonidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
EF222188.1	fischeri	Kinyongia	.	Chamaeleonidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
EF222191.1	zeylanicus	Chamaeleo	.	Chamaeleonidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_012444.1	zeylanicus	Chamaeleo	.	Chamaeleonidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
EF222190.1	monachus	Chamaeleo	.	Chamaeleonidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_012443.1	monachus	Chamaeleo	.	Chamaeleonidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
MK950150.1	fernholmi	Myxine	.	Myxinidae	Myxiniformes	.	Chordata	Metazoa	complete
NC_060758.1	fernholmi	Myxine	.	Myxinidae	Myxiniformes	.	Chordata	Metazoa	complete
NC_035150.1	felinus	Aeluroscalabotes	.	Gekkonidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
AB738948.1	felinus	Aeluroscalabotes	.	Gekkonidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
KF425529.1	sexlineatus	Takydromus	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_022703.1	sexlineatus	Takydromus	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
OM935765.1	scripta	Eremias	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_064329.1	scripta	Eremias	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_025320.1	vermiculata	Eremias	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
KM104865.1	vermiculata	Eremias	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
OK587334.1	nikolskii	Eremias	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_060561.1	nikolskii	Eremias	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
EF490071.1	brenchleyi	Eremias	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_011764.1	brenchleyi	Eremias	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
KT372881.1	stummeri	Eremias	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_029878.1	stummeri	Eremias	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
OL457296.1	szczerbaki	Eremias	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_062143.1	szczerbaki	Eremias	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
KM257724.1	multiocellata	Eremias	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_025304.1	multiocellata	Eremias	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
MW250881.1	dzungarica	Eremias	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_056302.1	dzungarica	Eremias	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_060637.1	yarkandensis	Eremias	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
OK585048.1	yarkandensis	Eremias	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
NC_050001.1	raddei	Darevskia	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
MH481133.1	raddei	Darevskia	.	Lacertidae	Squamata	Sarcopterygii	Chordata	Metazoa	complete
AY728224.1	n.	Thorius	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006336.1	n.	Thorius	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY728226.1	hardii	Aneides	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006338.1	hardii	Aneides	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY728223.1	elongatus	Plethodon	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006335.1	elongatus	Plethodon	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006325.1	marginatus	Stereochilus	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY728212.1	marginatus	Stereochilus	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006328.1	eschscholtzii	Ensatina	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY728216.1	eschscholtzii	Ensatina	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY728235.1	n.	Bolitoglossa	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006346.1	n.	Bolitoglossa	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006331.1	variegatus	Rhyacotriton	.	Rhyacotritonidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY728219.1	variegatus	Rhyacotriton	.	Rhyacotritonidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY728214.1	flavipunctatus	Aneides	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006327.1	flavipunctatus	Aneides	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
NC_006333.1	wrightorum	Batrachoseps	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
AY728221.1	wrightorum	Batrachoseps	.	Plethodontidae	Caudata	Sarcopterygii	Chordata	Metazoa	complete
MK784230.1	kuhntae	Nothobranchius	.	Nothobranchiidae	Cyprinodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_044445.1	kuhntae	Nothobranchius	.	Nothobranchiidae	Cyprinodontiformes	Actinopterygii	Chordata	Metazoa	complete
EU650204.1	furzeri	Nothobranchius	.	Nothobranchiidae	Cyprinodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_011814.1	furzeri	Nothobranchius	.	Nothobranchiidae	Cyprinodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_044438.1	vosseleri	Nothobranchius	.	Nothobranchiidae	Cyprinodontiformes	Actinopterygii	Chordata	Metazoa	complete
MK784222.1	vosseleri	Nothobranchius	.	Nothobranchiidae	Cyprinodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_044427.1	nubaensis	Nothobranchius	.	Nothobranchiidae	Cyprinodontiformes	Actinopterygii	Chordata	Metazoa	complete
MK784209.1	nubaensis	Nothobranchius	.	Nothobranchiidae	Cyprinodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_020786.1	stigmatias	Chaeturichthys	.	Gobiidae	Gobiiformes	Actinopterygii	Chordata	Metazoa	complete
KC495071.1	stigmatias	Chaeturichthys	.	Gobiidae	Gobiiformes	Actinopterygii	Chordata	Metazoa	complete
NC_029228.1	hexanema	Amblychaeturichthys	.	Gobiidae	Gobiiformes	Actinopterygii	Chordata	Metazoa	complete
KT781104.1	hexanema	Amblychaeturichthys	.	Gobiidae	Gobiiformes	Actinopterygii	Chordata	Metazoa	complete
NC_061044.1	unifasciatus	Oxycheilinus	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
MN399858.1	unifasciatus	Oxycheilinus	.	Labridae	Labriformes	Actinopterygii	Chordata	Metazoa	complete
OR482481.1	hispida	Stephanolepis	.	Monacanthidae	Tetraodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_082568.1	hispida	Stephanolepis	.	Monacanthidae	Tetraodontiformes	Actinopterygii	Chordata	Metazoa	complete
KC196074.1	chlorostigmatoides	Acentrogobius	.	Gobiidae	Gobiiformes	Actinopterygii	Chordata	Metazoa	complete
NC_020346.1	chlorostigmatoides	Acentrogobius	.	Gobiidae	Gobiiformes	Actinopterygii	Chordata	Metazoa	complete
NC_003176.1	bicoloratus	Kareius	.	Pleuronectidae	Pleuronectiformes	Actinopterygii	Chordata	Metazoa	complete
AP002951.1	bicoloratus	Kareius	.	Pleuronectidae	Pleuronectiformes	Actinopterygii	Chordata	Metazoa	complete
NC_009711.1	hippoglossoides	Reinhardtius	.	Pleuronectidae	Pleuronectiformes	Actinopterygii	Chordata	Metazoa	complete
AM749126.1	stenolepis	Hippoglossus	.	Pleuronectidae	Pleuronectiformes	Actinopterygii	Chordata	Metazoa	complete
KF873612.1	argenteus	Pampus	.	Stromateidae	Scombriformes	Actinopterygii	Chordata	Metazoa	complete
NC_023466.1	argenteus	Pampus	.	Stromateidae	Scombriformes	Actinopterygii	Chordata	Metazoa	complete
NC_023258.1	echinogaster	Pampus	.	Stromateidae	Scombriformes	Actinopterygii	Chordata	Metazoa	complete
KF373560.1	echinogaster	Pampus	.	Stromateidae	Scombriformes	Actinopterygii	Chordata	Metazoa	complete
NC_011707.1	sp.	Pampus	.	Stromateidae	Scombriformes	Actinopterygii	Chordata	Metazoa	complete
EU357803.1	sp.	Pampus	.	Stromateidae	Scombriformes	Actinopterygii	Chordata	Metazoa	complete
NC_008130.1	minima	Aspasma	.	Gobiesocidae	Blenniiformes	Actinopterygii	Chordata	Metazoa	complete
AP004453.1	minima	Aspasma	.	Gobiesocidae	Blenniiformes	Actinopterygii	Chordata	Metazoa	complete
OR575556.1	epiphanes	Eviota	.	Gobiidae	Gobiiformes	Actinopterygii	Chordata	Metazoa	complete
NC_083186.1	epiphanes	Eviota	.	Gobiidae	Gobiiformes	Actinopterygii	Chordata	Metazoa	complete
NC_035981.1	carouna	Johnius	.	Sciaenidae	.	Actinopterygii	Chordata	Metazoa	complete
MF004312.1	carouna	Johnius	.	Sciaenidae	.	Actinopterygii	Chordata	Metazoa	complete
MG917696.1	borneensis	Johnius	.	Sciaenidae	.	Actinopterygii	Chordata	Metazoa	complete
NC_041308.1	borneensis	Johnius	.	Sciaenidae	.	Actinopterygii	Chordata	Metazoa	complete
NC_022464.1	belangerii	Johnius	.	Sciaenidae	.	Actinopterygii	Chordata	Metazoa	complete
KF211426.1	belangerii	Johnius	.	Sciaenidae	.	Actinopterygii	Chordata	Metazoa	complete
NC_021130.1	grypotus	Johnius	.	Sciaenidae	.	Actinopterygii	Chordata	Metazoa	complete
KC491206.1	grypotus	Johnius	.	Sciaenidae	.	Actinopterygii	Chordata	Metazoa	complete
NC_083181.1	micheli	Pleurosicya	.	Gobiidae	Gobiiformes	Actinopterygii	Chordata	Metazoa	complete
OR581026.1	micheli	Pleurosicya	.	Gobiidae	Gobiiformes	Actinopterygii	Chordata	Metazoa	complete
OR482440.1	atlantica	Coccorella	.	Evermannellidae	Aulopiformes	Actinopterygii	Chordata	Metazoa	complete
NC_082544.1	atlantica	Coccorella	.	Evermannellidae	Aulopiformes	Actinopterygii	Chordata	Metazoa	complete
OP979108.1	ishikawae	Trachipterus	.	Trachipteridae	Lampriformes	Actinopterygii	Chordata	Metazoa	complete
NC_081043.1	ishikawae	Trachipterus	.	Trachipteridae	Lampriformes	Actinopterygii	Chordata	Metazoa	complete
MK906038.1	setosus	Pentapodus	.	Nemipteridae	Spariformes	Actinopterygii	Chordata	Metazoa	complete
NC_086456.1	setosus	Pentapodus	.	Nemipteridae	Spariformes	Actinopterygii	Chordata	Metazoa	complete
KJ433567.1	gallus	Lophonectes	.	Bothidae	Pleuronectiformes	Actinopterygii	Chordata	Metazoa	complete
NC_030367.1	gallus	Lophonectes	.	Bothidae	Pleuronectiformes	Actinopterygii	Chordata	Metazoa	complete
NC_066468.1	kitaharae	Laeops	.	Bothidae	Pleuronectiformes	Actinopterygii	Chordata	Metazoa	complete
OP066372.1	kitaharae	Laeops	.	Bothidae	Pleuronectiformes	Actinopterygii	Chordata	Metazoa	complete
NC_046407.1	tessellatus	Liparis	.	Liparidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
MN880630.1	tessellatus	Liparis	.	Liparidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
OP728784.1	spinosus	Eumicrotremus	.	Cyclopteridae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_069584.1	spinosus	Eumicrotremus	.	Cyclopteridae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
OR482452.1	mitsuii	Opostomias	.	Stomiidae	Stomiiformes	Actinopterygii	Chordata	Metazoa	complete
NC_082548.1	mitsuii	Opostomias	.	Stomiidae	Stomiiformes	Actinopterygii	Chordata	Metazoa	complete
NC_062373.1	erebennus	Conger	.	Congridae	Anguilliformes	Actinopterygii	Chordata	Metazoa	complete
OM691699.1	erebennus	Conger	.	Congridae	Anguilliformes	Actinopterygii	Chordata	Metazoa	complete
AB038381.2	myriaster	Conger	.	Congridae	Anguilliformes	Actinopterygii	Chordata	Metazoa	complete
NC_002761.2	myriaster	Conger	.	Congridae	Anguilliformes	Actinopterygii	Chordata	Metazoa	complete
OR546244.1	oceanicus	Conger	.	Congridae	Anguilliformes	Actinopterygii	Chordata	Metazoa	complete
NC_083079.1	oceanicus	Conger	.	Congridae	Anguilliformes	Actinopterygii	Chordata	Metazoa	complete
NC_031811.1	buergeri	Halaelurus	.	Scyliorhinidae	Carcharhiniformes	.	Chordata	Metazoa	complete
KU892589.1	buergeri	Halaelurus	.	Scyliorhinidae	Carcharhiniformes	.	Chordata	Metazoa	complete
OR702582.1	galeus	Galeorhinus	.	Triakidae	Carcharhiniformes	.	Chordata	Metazoa	complete
NC_084376.1	galeus	Galeorhinus	.	Triakidae	Carcharhiniformes	.	Chordata	Metazoa	complete
NC_022733.1	nakamurai	Hexanchus	.	Hexanchidae	Hexanchiformes	.	Chordata	Metazoa	complete
AB560491.1	nakamurai	Hexanchus	.	Hexanchidae	Hexanchiformes	.	Chordata	Metazoa	complete
NC_022730.1	perlo	Heptranchias	.	Hexanchidae	Hexanchiformes	.	Chordata	Metazoa	complete
AB560488.1	perlo	Heptranchias	.	Hexanchidae	Hexanchiformes	.	Chordata	Metazoa	complete
MT090368.1	affinis	Hydrolagus	.	Chimaeridae	Chimaeriformes	.	Chordata	Metazoa	complete
NC_047231.1	affinis	Hydrolagus	.	Chimaeridae	Chimaeriformes	.	Chordata	Metazoa	complete
NC_068516.1	mitsukurii	Hydrolagus	.	Chimaeridae	Chimaeriformes	.	Chordata	Metazoa	complete
OP391486.1	mitsukurii	Hydrolagus	.	Chimaeridae	Chimaeriformes	.	Chordata	Metazoa	complete
HM147139.1	lemures	Hydrolagus	.	Chimaeridae	Chimaeriformes	.	Chordata	Metazoa	complete
NC_014290.1	lemures	Hydrolagus	.	Chimaeridae	Chimaeriformes	.	Chordata	Metazoa	complete
NC_014288.1	fulva	Chimaera	.	Chimaeridae	Chimaeriformes	.	Chordata	Metazoa	complete
HM147138.1	fulva	Chimaera	.	Chimaeridae	Chimaeriformes	.	Chordata	Metazoa	complete
AJ310140.1	monstrosa	Chimaera	.	Chimaeridae	Chimaeriformes	.	Chordata	Metazoa	complete
NC_003136.1	monstrosa	Chimaera	.	Chimaeridae	Chimaeriformes	.	Chordata	Metazoa	complete
NC_026194.2	spadiceus	Lagocephalus	.	Tetraodontidae	Tetraodontiformes	Actinopterygii	Chordata	Metazoa	complete
KM667972.2	spadiceus	Lagocephalus	.	Tetraodontidae	Tetraodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_011637.1	wheeleri	Lagocephalus	.	Tetraodontidae	Tetraodontiformes	Actinopterygii	Chordata	Metazoa	complete
AP009538.1	wheeleri	Lagocephalus	.	Tetraodontidae	Tetraodontiformes	Actinopterygii	Chordata	Metazoa	complete
AP011933.1	lagocephalus	Lagocephalus	.	Tetraodontidae	Tetraodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_015343.1	lagocephalus	Lagocephalus	.	Tetraodontidae	Tetraodontiformes	Actinopterygii	Chordata	Metazoa	complete
AP011934.1	laevigatus	Lagocephalus	.	Tetraodontidae	Tetraodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_015345.1	laevigatus	Lagocephalus	.	Tetraodontidae	Tetraodontiformes	Actinopterygii	Chordata	Metazoa	complete
NC_009948.1	chordatus	Stylephorus	.	Stylephoridae	Stylephoriformes	Actinopterygii	Chordata	Metazoa	complete
AB280687.1	chordatus	Stylephorus	.	Stylephoridae	Stylephoriformes	Actinopterygii	Chordata	Metazoa	complete
NC_003173.1	nebulosus	Zenopsis	.	Zeidae	Zeiformes	Actinopterygii	Chordata	Metazoa	complete
AP002942.1	nebulosus	Zenopsis	.	Zeidae	Zeiformes	Actinopterygii	Chordata	Metazoa	complete
NC_072173.1	alabamae	Elassoma	.	Elassomatidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
OP690159.1	alabamae	Elassoma	.	Elassomatidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
NC_003175.1	evergladei	Elassoma	.	Elassomatidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
AP002950.1	zonatum	Elassoma	.	Elassomatidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
NC_011388.1	zonatum	Elassoma	.	Elassomatidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
AP006813.1	zonatum	Elassoma	.	Elassomatidae	Centrarchiformes	Actinopterygii	Chordata	Metazoa	complete
NC_004401.1	paradoxus	Indostomus	.	Indostomidae	Synbranchiformes	Actinopterygii	Chordata	Metazoa	complete
AP004438.1	paradoxus	Indostomus	.	Indostomidae	Synbranchiformes	Actinopterygii	Chordata	Metazoa	complete
NC_004692.1	albifrons	Apteronotus	.	Apteronotidae	Gymnotiformes	Actinopterygii	Chordata	Metazoa	complete
AB054132.1	albifrons	Apteronotus	.	Apteronotidae	Gymnotiformes	Actinopterygii	Chordata	Metazoa	complete
AP009125.1	cyclophthalmus	Labracinus	.	Pseudochromidae	.	Actinopterygii	Chordata	Metazoa	complete
NC_009054.1	cyclophthalmus	Labracinus	.	Pseudochromidae	.	Actinopterygii	Chordata	Metazoa	complete
NC_003164.1	splendidus	Diaphus	.	Myctophidae	Myctophiformes	Actinopterygii	Chordata	Metazoa	complete
AP002923.1	splendidus	Diaphus	.	Myctophidae	Myctophiformes	Actinopterygii	Chordata	Metazoa	complete
NC_008127.1	argenteus	Diretmus	.	Diretmidae	Trachichthyiformes	Actinopterygii	Chordata	Metazoa	complete
AP004427.1	argenteus	Diretmus	.	Diretmidae	Trachichthyiformes	Actinopterygii	Chordata	Metazoa	complete
AP004426.1	veriginae	Diretmoides	.	Diretmidae	Trachichthyiformes	Actinopterygii	Chordata	Metazoa	complete
NC_008126.1	veriginae	Diretmoides	.	Diretmidae	Trachichthyiformes	Actinopterygii	Chordata	Metazoa	complete
NC_003160.1	agassizi	Chlorophthalmus	.	Chlorophthalmidae	Aulopiformes	Actinopterygii	Chordata	Metazoa	complete
AP002918.1	agassizi	Chlorophthalmus	.	Chlorophthalmidae	Aulopiformes	Actinopterygii	Chordata	Metazoa	complete
NC_003162.1	undosquamis	Saurida	.	Synodontidae	Aulopiformes	Actinopterygii	Chordata	Metazoa	complete
AP002920.1	undosquamis	Saurida	.	Synodontidae	Aulopiformes	Actinopterygii	Chordata	Metazoa	complete
JX070112.1	fimbria	Anoplopoma	.	Anoplopomatidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_018119.1	fimbria	Anoplopoma	.	Anoplopomatidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
KP682335.1	zonifer	Erilepis	.	Anoplopomatidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_026889.1	zonifer	Erilepis	.	Anoplopomatidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
OL321962.1	tanakae	Liparis	.	Liparidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_060849.1	tanakae	Liparis	.	Liparidae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
ON260847.1	lumpus	Cyclopterus	.	Cyclopteridae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
NC_069208.1	lumpus	Cyclopterus	.	Cyclopteridae	Perciformes	Actinopterygii	Chordata	Metazoa	complete
GU109281.1	niphonius	Scomberomorus	.	Scombridae	Scombriformes	Actinopterygii	Chordata	Metazoa	complete
NC_016420.1	niphonius	Scomberomorus	.	Scombridae	Scombriformes	Actinopterygii	Chordata	Metazoa	complete
